Function_id	Function_name	Number_pathway	Pathway_ids	Pathway_names
K23858	pleckstrin homology domain-containing family F	0		
K23859	pleckstrin homology domain-containing family G member 1/2/3	0		
K23860	pleckstrin homology domain-containing family G member 4	0		
K23861	pleckstrin homology domain-containing family G member 6	0		
K24020	pleckstrin homology domain-containing family H	0		
K24021	pleckstrin homology domain-containing family J	0		
K24022	pleckstrin homology domain-containing family O	0		
K24023	Ras-specific guanine nucleotide-releasing factor RalGPS	0		
K24024	rhotekin	0		
K24025	signal-transducing adaptor protein 1	0		
K24026	signal-transducing adaptor protein 2	0		
K24027	protein melted	0		
K14752	docking protein 1	0		
K24036	docking protein 3	0		
K24037	docking protein 4/5/6	0		
K24038	docking protein 7	0		
K24039	fibroblast growth factor receptor substrate 3	0		
K24035	amyloid beta A4 precursor protein-binding family A member 3	0		
K04530	amyloid beta A4 precursor protein-binding family B member 2	0		
K23898	reticulocalbin-1	0		
K23899	reticulocalbin-2	0		
K23900	reticulocalbin-3	0		
K23901	calumenin	0		
K23849	calcium-binding protein 7/8	0		
K23838	calcium and integrin-binding protein 3	0		
K23839	calcium and integrin-binding protein 4	0		
K23850	cornulin	0		
K23853	EF-hand calcium-binding domain-containing protein 11	0		
K23843	calcium uptake protein 3, mitochondrial	0		
K23854	N-terminal EF-hand calcium-binding protein	0		
K23846	neuron-specific calcium-binding protein hippocalcin	0		
K23847	hippocalcin-like protein 1	0		
K23848	hippocalcin-like protein 4	0		
K23855	Kv channel-interacting protein	0		
K23758	protein S100-A1	0		
K23759	protein S100-A2	0		
K23760	protein S100-A3	0		
K23761	protein S100-A4	0		
K23762	protein S100-A5	0		
K23764	protein S100-A6	0		
K23765	protein S100-A11/13	0		
K23766	protein S100-A12	0		
K23767	protein S100-A14	0		
K23768	protein S100-A16	0		
K23769	trichohyalin-like protein 1	0		
K23757	hornerin	0		
K23770	protein S100-B	0		
K23771	protein S100-P	0		
K23772	protein S100-Z	0		
K23908	calretinin	0		
K23909	calcyphosin	0		
K23929	EF-hand domain-containing family member B	0		
K23921	EF-hand domain-containing family member D1	0		
K23922	EF-hand domain-containing family member D2	0		
K23923	grancalcin	0		
K23924	sorcin	0		
K23925	oncomodulin	0		
K23905	peflin	0		
K06711	hypoxia-inducible factor prolyl 4-hydroxylase [EC:1.14.11.-]	0		
K23926	parvalbumin alpha	0		
K23927	repeatin	0		
K23928	secretagogin	0		
K24046	cordon-bleu protein-like 1	0		
K24048	MAGUK p55 subfamily member 2/6	0		
K24049	MAGUK p55 subfamily member 3/7	0		
K23783	connector enhancer of kinase suppressor of Ras 1	0		
K23784	connector enhancer of kinase suppressor of Ras 3	0		
K24053	general receptor for phosphoinositides 1-associated scaffold protein	0		
K24054	golgi-associated PDZ and coiled-coil motif-containing protein	0		
K24055	leucine-rich repeat-containing protein 7	0		
K24057	DZ domain-containing protein 1	0		
K24058	PDZ domain-containing protein 2	0		
K24059	PDZ domain-containing protein 3	0		
K24056	PDZ domain-containing protein 4	0		
K24060	PDZ domain-containing protein 8	0		
K24061	PDZ domain-containing protein 11	0		
K24062	PRKCA-binding protein	0		
K24065	gamma-syntrophin	0		
K24067	Tax1-binding protein 3	0		
K27395	periaxin	0		
K17921	sorting nexin-7/30	0		
K17925	sorting nexin-13	0		
K17926	sorting nexin-14	0		
K17927	sorting nexin-15	0		
K17928	sorting nexin-16	0		
K17929	sorting nexin-17	0		
K17930	sorting nexin-19	0		
K17931	sorting nexin-20	0		
K17932	sorting nexin-21	0		
K17941	sorting nexin-22/24	0		
K17935	sorting nexin-29	0		
K17937	sorting nexin-31	0		
K24094	HCLS1-binding protein 3	0		
K24095	nischarin	0		
K22751	CBFA2/RUNX1 translocation partner 2	0		
K22752	CBFA2/RUNX1 translocation partner 3	0		
K24630	protein kinase C-binding protein 1	0		
K24631	ankyrin repeat and MYND domain-containing protein 1	0		
K24632	zinc finger MYND domain-containing protein 19	0		
K24633	ankyrin repeat and MYND domain-containing protein 2	0		
K24634	SET and MYND domain-containing protein 4 [EC:2.1.1.-]	0		
K24635	SET and MYND domain-containing protein 5 [EC:2.1.1.-]	0		
K24674	zinc finger MYM-type protein 1	0		
K24676	zinc finger MYM-type protein 5	0		
K24684	AN1-type zinc finger protein 1	0		
K24685	AN1-type zinc finger protein 2	0		
K24686	AN1-type zinc finger protein 3	0		
K24687	AN1-type zinc finger protein 5/6	0		
K26145	zinc finger SWIM domain-containing protein 1	0		
K26146	zinc finger SWIM domain-containing protein 4	0		
K26147	zinc finger SWIM domain-containing protein 5	0		
K24642	zinc finger BED domain-containing protein 5/7/8/9	0		
K24691	zinc finger protein 106	0		
K26542	zinc finger protein 346	0		
K19325	zinc finger protein 592	0		
K24945	zinc finger CCCH domain-containing protein 7	0		
K24098	rhombotin-1/3	0		
K24099	LIM domain transcription factor LMO4	0		
K24412	cysteine-rich protein 1	0		
K24413	cysteine-rich protein 2/3	0		
K24415	four and a half LIM domains protein 5	0		
K23354	LIM and senescent cell antigen-like-containing domain protein 1/2	0		
K24314	leupaxin	0		
K24315	transforming growth factor beta-1-induced transcript 1 protein	0		
K24270	testin	0		
K24417	LIM and cysteine-rich domains protein 1	0		
K24420	LIM and SH3 domain protein 1	0		
K24416	filamin-binding LIM protein 1	0		
K24422	LIM and calponin homology domains-containing protein 1	0		
K24423	zinc finger protein 185	0		
K24424	sciellin	0		
K24143	LIM domain-binding protein 2	0		
K24337	contactin associated protein-like 3/4	0		
K24338	contactin associated protein-like 5	0		
K24341	pikachurin	0		
K19601	protein eyes shut	0		
K24342	protein kinase C-binding protein NELL	0		
K24332	attractin	0		
K24333	multiple epidermal growth factor-like domains protein 6	0		
K24334	multiple epidermal growth factor-like domains protein 9	0		
K24331	platelet endothelial aggregation receptor 1	0		
K24319	scavenger receptor class F member 2	0		
K24474	binder of sperm protein	0		
K24475	epididymal sperm-binding protein 1	0		
K24477	target of Nesh-SH3	0		
K24478	ankyrin repeat and fibronectin type-III domain-containing protein 1	0		
K24479	astrotactin	0		
K24480	cardiomyopathy-associated protein 5	0		
K24481	cytokine receptor-like factor 1	0		
K24482	cytokine receptor-like factor 3	0		
K24483	fibronectin type 3 and ankyrin repeat domains protein 1	0		
K16362	leucine-rich repeat transmembrane protein FLRT	0		
K24484	fibronectin type III domain-containing protein 1	0		
K24485	fibronectin type III domain-containing protein 3	0		
K24486	fibronectin type III domain-containing protein 4/5	0		
K24487	fibronectin type III domain-containing protein 7	0		
K24488	fibronectin type III domain-containing protein 8	0		
K24489	fibronectin type III and SPRY domain-containing protein 1	0		
K24490	fibronectin type III and SPRY domain-containing protein 2	0		
K16354	leucine-rich repeat and fibronectin type-III domain-containing protein 1	0		
K16355	leucine-rich repeat and fibronectin type-III domain-containing protein 2	0		
K16356	leucine-rich repeat and fibronectin type-III domain-containing protein 3	0		
K16357	leucine-rich repeat and fibronectin type-III domain-containing protein 4	0		
K16358	leucine-rich repeat and fibronectin type-III domain-containing protein 5	0		
K24491	leucine-rich repeat, immunoglobulin-like domain and transmembrane domain-containing protein	0		
K24492	leucine-rich repeat neuronal protein 1/2/3	0		
K24493	leucine-rich repeat neuronal protein 4	0		
K24496	nephron	0		
K24497	phytanoyl-CoA hydroxylate-interacting protein	0		
K24499	uromodulin-like 1	0		
K24500	vasorin	0		
K24211	complement C1q and tumor necrosis factor-related protein 2	0		
K24212	complement C1q and tumor necrosis factor-related protein 5	0		
K24218	complement C1q and tumor necrosis factor-related protein 7	0		
K24213	complement C1q and tumor necrosis factor-related protein 9	0		
K24214	otolin-1	0		
K19470	complement C1q tumor necrosis factor-related protein 1/6/8	0		
K24236	complement C1q and tumor necrosis factor-related protein 3	0		
K24237	complement C1q and tumor necrosis factor-related protein 4	0		
K21410	adipolin	0		
K24381	erythroferrone	0		
K24246	emilin	0		
K24247	multimerin	0		
K24248	EMI domain-containing protein 1	0		
K24427	spondin-1	0		
K24428	spondin-2	0		
K24429	ADAMTS-like protein 1/3	0		
K24430	ADAMTS-like protein 2	0		
K23369	ADAMTS-like protein 4	0		
K24432	ADAMTS-like protein 5	0		
K24433	thrombospondin type-1 domain-containing protein 1	0		
K24434	SCO-spondin	0		
K24435	isthmin	0		
K24436	cartilage intermediate layer protein	0		
K24461	protein delta homolog 1	0		
K24462	protein delta homolog 2	0		
K24463	delta and Notch-like epidermal growth factor-related receptor	0		
K24469	sushi, von Willebrand factor type A, EGF and pentraxin domain-containing protein 1	0		
K24431	oncoprotein-induced transcript 3 protein	0		
K17340	fibulin 5	0		
K17341	hemicentin	0		
K17342	fibulin 7	0		
K24464	EGF-like repeat and discoidin I-like domain-containing protein 3	0		
K24465	epidermal growth factor-like protein 7/8	0		
K08023	latent transforming growth factor beta binding protein 2/3/4	0		
K24466	Notch homolog 2 N-terminal-like protein	0		
K24467	vitamin K-dependent protein Z	0		
K24468	signal peptide, CUB and EGF-like domain-containing protein 1/3	0		
K24470	insulin-responsive sequence DNA-binding protein 1	0		
K24471	epigen	0		
K24473	teneurin	0		
K19467	matrilin	0		
K23574	cochlin	0		
K24506	vitrin	0		
K24507	von Willebrand factor A domain-containing protein 1	0		
K24508	von Willebrand factor A domain-containing protein 2	0		
K24510	von Willebrand factor A domain-containing protein 5	0		
K24511	von Willebrand factor A domain-containing protein 7	0		
K24512	von Willebrand factor A domain-containing protein 8	0		
K24514	inter-alpha-trypsin inhibitor heavy chain H4	0		
K24515	inter-alpha-trypsin inhibitor heavy chain H5	0		
K24516	inter-alpha-trypsin inhibitor heavy chain H6	0		
K24524	copine 1/2/3	0		
K24525	copine 4/6/7	0		
K24523	copine 5/8/9	0		
K24517	BMP-binding endothelial regulator protein	0		
K24518	cysteine-rich motor neuron 1 protein	0		
K24519	von Willebrand factor C and EGF domain-containing protein	0		
K24520	chordin-like protein 1	0		
K24521	brorin	0		
K24522	kielin/chordin-like protein	0		
K24725	angio-associated migratory cell protein	0		
K24730	cytosolic iron-sulfur protein assembly protein CIAO1	0		
K24731	dystrophia myotonica WD repeat-containing protein	0		
K24732	guanine nucleotide-binding protein subunit beta-like protein 1	0		
K24733	leucine-rich repeat and WD repeat-containing protein 1	0		
K24734	NACHT domain- and WD repeat-containing protein	0		
K24736	WD repeat-containing protein 1 (actin-interacting protein 1)	0		
K24737	WD repeat-containing protein 6	0		
K24739	WD repeat-containing protein 13	0		
K24740	WD repeat-containing protein 17	0		
K24741	WD repeat-containing protein 20	0		
K24742	WD repeat-containing protein 25	0		
K24743	WD repeat-containing protein 31	0		
K24744	WD repeat-containing protein 37	0		
K24745	WD repeat-containing protein 38	0		
K24746	WD repeat-containing protein 47	0		
K24747	WD repeat-containing protein 49	0		
K24748	WD repeat-containing protein 53	0		
K24749	WD repeat-containing protein 54	0		
K24750	WD repeat-containing protein 55	0		
K24751	WD repeat-containing protein 64	0		
K24753	WD repeat-containing protein 72	0		
K24754	WD repeat-containing protein 73	0		
K24756	WD repeat-containing protein 86	0		
K24757	WD repeat-containing protein 88	0		
K24758	WD repeat-containing protein 89	0		
K24764	WD repeat, SAM and U-box domain-containing protein 1	0		
K24765	catabolite repression protein CreC	0		
K24774	formin-binding protein 4	0		
K19329	WW domain-containing oxidoreductase	0		
K24775	WW domain-binding protein 1	0		
K22524	WW domain-binding protein 2	0		
K24779	zinc finger FYVE domain-containing protein 21	0		
K24720	tubby-related protein 4	0		
K23961	band 4.1-like protein 1/2/3	0		
K23962	band 4.1-like protein 4A	0		
K23963	band 4.1-like protein 5	0		
K23954	FERM and PDZ domain-containing protein 1	0		
K23955	FERM and PDZ domain-containing protein 2	0		
K23959	FERM and PDZ domain-containing protein 3	0		
K23956	FERM and PDZ domain-containing protein 4	0		
K23969	FERM domain-containing protein 3/5	0		
K23970	FERM domain-containing protein 4	0		
K24783	janus kinase and microtubule-interacting protein 1	0		
K24784	janus kinase and microtubule-interacting protein 2	0		
K24785	janus kinase and microtubule-interacting protein 3	0		
K24786	RUN domain-containing protein 1	0		
K24787	RUN domain-containing protein 3	0		
K24682	patched domain-containing protein	0		
K24681	protein dispatched 2	0		
K24683	protein dispatched 3	0		
K19519	transforming growth factor-beta-induced protein	0		
K24790	periostin	0		
K24792	CUB domain-containing protein 2	0		
K24793	CUB and zona pellucida-like domain-containing protein 1	0		
K24794	discoidin, CUB and LCCL domain-containing protein	0		
K23091	kremen protein	0		
K24359	membrane frizzled-related protein	0		
K24360	neuropilin and tolloid-like protein	0		
K24361	procollagen C-endopeptidase enhancer	0		
K24362	inactive serine protease PAMR1	0		
K24363	seizure protein 6	0		
K23818	sushi repeat-containing protein SRPX	0		
K19408	sushi repeat-containing protein SRPX2	0		
K23819	sushi domain-containing protein 1	0		
K23820	sushi domain-containing protein 2	0		
K23821	sushi domain-containing protein 3	0		
K23822	sushi domain-containing protein 4	0		
K23823	sushi domain-containing protein 5	0		
K23824	sushi domain-containing protein 6	0		
K24808	BTB/POZ domain-containing protein 17	0		
K24811	BTB/POZ domain-containing protein 18	0		
K24809	calicin	0		
K24810	inhibitor of Bruton tyrosine kinase	0		
K24812	HEAT repeat-containing protein 3	0		
K24813	HEAT repeat-containing protein 4	0		
K24815	HEAT repeat-containing protein 6	0		
K24816	maestro heat-like repeat-containing protein family member 1	0		
K24166	armadillo repeat-containing protein 6	0		
K24167	armadillo repeat-containing protein 10	0		
K24168	armadillo repeat-containing protein 12	0		
K24169	thyroid adenoma-associated protein	0		
K26233	armadillo repeat-containing X-linked protein 5	0		
K26234	G-protein coupled receptor-associated sorting protein 3	0		
K24848	interferon-induced protein with tetratricopeptide repeats 2	0		
K24849	interferon-induced protein with tetratricopeptide repeats 3	0		
K24924	receptor-associated protein of the synapse	0		
K24044	RANBP2-like and GRIP domain-containing protein	0		
K24929	tetratricopeptide repeat protein 6	0		
K24930	tetratricopeptide repeat protein 9	0		
K24933	tetratricopeptide repeat protein 22	0		
K24935	tetratricopeptide repeat protein 27	0		
K24946	tetratricopeptide repeat protein 32	0		
K24947	tetratricopeptide repeat protein 34	0		
K24942	tetratricopeptide repeat protein 38	0		
K24943	tetratricopeptide repeat protein 39	0		
K24944	tetratricopeptide repeat protein 41	0		
K24979	protein boule-like	0		
K24980	deleted in azoospermia protein	0		
K24981	dead end 1	0		
K24982	ecto-NOX disulfide-thiol exchanger	0		
K17392	insulin-like growth factor 2 mRNA-binding protein 2	0		
K24990	RNA-binding motif, single-stranded-interacting protein	0		
K24991	methenyltetrahydrofolate synthase domain-containing protein	0		
K24994	RNA-binding Raly-like protein	0		
K25000	ribonucleoprotein PTB-binding 2	0		
K25078	RNA-binding protein 33	0		
K25079	RNA-binding protein 42	0		
K25080	RNA-binding protein 44	0		
K25081	RNA-binding protein 45	0		
K25082	RNA-binding protein 46	0		
K25083	RNA-binding protein 47	0		
K25093	SAFB-like transcription modulator	0		
K24834	glioma pathogenesis-related protein 1	0		
K24835	glioma pathogenesis-related protein 2	0		
K24836	peptidase inhibitor 15	0		
K24243	cysteine-rich secretory protein LCCL domain-containing	0		
K24840	IQ domain-containing protein F	0		
K24842	IQ domain-containing protein H	0		
K24832	IQ domain-containing protein J	0		
K24838	IQ and ubiquitin-like domain-containing protein	0		
K26405	coiled-coil domain-containing protein 25	0		
K23930	protein FAM83	0		
K24127	melanoma-associated antigen	0		
K24829	major intrinsically disordered Notch2-binding receptor 1	0		
K24830	major intrinsically disordered Notch2-binding receptor 2	0		
K24833	schwannomin-interacting protein 1	0		
K24831	zonadhesin	0		
K24592	Rotavirus nonstructural protein 1-1	0		
K26261	Seadornavirus RNA-directed RNA polymerase VP1 [EC:2.7.7.48]	0		
K26262	Orbivirus RNA-directed RNA polymerase [EC:2.7.7.48]	0		
K26263	Dinovernavirus RNA-directed RNA polymerase VP2 [EC:2.7.7.48]	0		
K26264	Aquareovirus/Orthoreovirus RNA-directed RNA polymerase VP2 [EC:2.7.7.48]	0		
K26438	Aquareovirus major inner capsid protein VP3 [EC:5.6.2.-]	0		
K24593	Orthoreovirus FAST protein	0		
K26265	Picobirnaviridae RNA-dependent RNA polymerase [EC:2.7.7.48]	0		
K26268	Birnaviridae RNA-directed RNA polymerase [EC:2.7.7.48]	0		
K24546	Betacoronavirus hemagglutinin-esterase [EC:3.1.1.53]	0		
K24325	Betacoronavirus (excluding SARS and MERS) spike glycoprotein	0		
