classification	db_link	observation_name	observation_sum	BHT0.LOT01	BHT0.LOT03	BHT0.LOT04	BHT0.LOT05	BHT0.LOT06	BHT0.LOT07	BHT0.LOT08	BHT0.LOT10	CDT0.LOT02	CDT0.LOT04	CDT0.LOT05	CDT0.LOT06	CDT0.LOT07	CDT0.LOT08	CDT0.LOT09	CDT0.LOT10	DLT0.LOT01	DLT0.LOT03	DLT0.LOT04	DLT0.LOT05	DLT0.LOT06	DLT0.LOT07	DLT0.LOT08	DLT0.LOT10	FCT0.LOT01	FCT0.LOT02	FCT0.LOT03	FCT0.LOT05	FCT0.LOT06	FCT0.LOT07	FCT0.LOT08	FCT0.LOT10	FST0.LOT01	FST0.LOT02	FST0.LOT03	FST0.LOT05	FST0.LOT06	FST0.LOT07	FST0.LOT08	FST0.LOT10	MVT0.LOT01	MVT0.LOT03	MVT0.LOT05	MVT0.LOT06	MVT0.LOT07	MVT0.LOT08	MVT0.LOT09	MVT0.LOT10	SFT0.LOT01	SFT0.LOT02	SFT0.LOT03	SFT0.LOT04	SFT0.LOT05	SFT0.LOT06	SFT0.LOT07	SFT0.LOT08	VHT0.LOT01	VHT0.LOT02	VHT0.LOT03	VHT0.LOT04	VHT0.LOT06	VHT0.LOT07	VHT0.LOT08	VHT0.LOT10
Isomerases;Intramolecular transferases;Transferring amino groups;D-ornithine 4,5-aminomutase	https://www.genome.jp/dbget-bin/www_bget?EC:5.4.3.5	EC:5.4.3.5	44550.0	292.0	2502.0	526.0	654.0	360.0	236.0	586.0	172.0	0.0	10.0	358.0	424.0	10.0	2.0	0.0	154.0	98.0	52.0	210.0	296.0	138.0	860.0	84.0	574.0	0.0	46.0	26.0	116.0	86.0	122.0	128.0	74.0	6530.0	1306.0	1446.0	1352.0	2610.0	4568.0	6136.0	6254.0	142.0	432.0	756.0	1692.0	420.0	380.0	244.0	26.0	6.0	346.0	68.0	210.0	172.0	2.0	28.0	32.0	6.0	12.0	108.0	12.0	18.0	18.0	6.0	16.0
Isomerases;Intramolecular transferases;Transferring amino groups;Glutamate-1-semialdehyde 2,1-aminomutase	https://www.genome.jp/dbget-bin/www_bget?EC:5.4.3.8	EC:5.4.3.8	131806.2	940.67	1653.67	699.8299999999998	1257.0	1421.17	774.33	740.8299999999998	2707.5	2596.17	457.0	1597.17	649.3299999999998	5634.0	1016.33	1944.0	3546.0	6007.0	6418.0	743.17	4462.67	4201.83	1740.17	5283.67	2654.83	2804.67	273.83000000000004	67.17	192.17	624.5	189.0	2623.17	150.0	4311.67	849.6700000000002	906.67	918.67	1978.0	4843.83	3850.67	3381.83	147.67000000000004	315.67	441.83	906.5	680.5	246.0	135.5	21.0	1160.83	1025.0	2629.17	729.17	796.33	745.83	1033.0	1051.83	6616.67	3101.67	1159.17	3806.0	2022.0	5996.0	6748.0	3179.0
Isomerases;Intramolecular transferases;Transferring hydroxy groups;Isochorismate synthase	https://www.genome.jp/dbget-bin/www_bget?EC:5.4.4.2	EC:5.4.4.2	163917.7	2034.67	3029.67	1609.83	2488.5	2448.67	1579.83	1535.83	3461.5	1221.67	197.8	669.1700000000002	793.6299999999999	41.2	2021.83	24.9	209.5	6056.0	6446.5	848.67	4615.67	4274.33	2184.67	5330.17	3000.33	2901.67	299.8300000000001	3014.17	2485.17	670.0	2722.5	2690.67	190.5	7806.67	1576.67	1662.67	1617.17	4424.0	7433.83	7698.67	7011.83	233.17	542.67	835.83	1808.0	926.5	451.0	345.0	53.0	1179.33	1544.0	2928.17	1493.17	1305.83	747.83	1118.0	1147.33	6858.17	3696.17	2158.17	4430.4	2432.9	6172.5	7021.5	4158.5
Isomerases;Intramolecular transferases;Transferring other groups;tRNA pseudouridine(38-40) synthase	https://www.genome.jp/dbget-bin/www_bget?EC:5.4.99.12	EC:5.4.99.12	218926.69999999998	4638.67	2451.67	2789.83	4610.5	4946.67	3878.83	3337.83	4133.5	3759.67	573.8	1690.17	757.6299999999999	5653.2	2205.83	1950.9	3582.5	6021.0	6446.5	849.67	4612.67	4299.33	1941.67	5313.17	2999.33	2906.67	432.83	3033.17	2450.17	753.0	2735.5	2734.67	246.5	4738.67	2736.67	2643.67	2552.17	3195.0	5530.83	4735.67	3940.83	3421.17	3505.67	1191.83	2169.0	1006.5	1654.0	4982.0	6767.0	1325.33	4629.0	4332.17	4918.17	5514.83	760.83	1926.0	1270.33	7141.17	4339.17	3119.17	4691.4	3162.9	6323.5	7414.5	4550.5
Isomerases;Intramolecular transferases;Transferring other groups;Maltose alpha-D-glucosyltransferase	https://www.genome.jp/dbget-bin/www_bget?EC:5.4.99.16	EC:5.4.99.16	22275.0	146.0	1251.0	263.0	327.0	180.0	118.0	293.0	86.0	0.0	5.0	179.0	212.0	5.0	1.0	0.0	77.0	49.0	26.0	105.0	148.0	69.0	430.0	42.0	287.0	0.0	23.0	13.0	58.0	43.0	61.0	64.0	37.0	3265.0	653.0	723.0	676.0	1305.0	2284.0	3068.0	3127.0	71.0	216.0	378.0	846.0	210.0	190.0	122.0	13.0	3.0	173.0	34.0	105.0	86.0	1.0	14.0	16.0	3.0	6.0	54.0	6.0	9.0	9.0	3.0	8.0
Isomerases;Intramolecular transferases;Transferring other groups;5-(carboxyamino)imidazole ribonucleotide mutase	https://www.genome.jp/dbget-bin/www_bget?EC:5.4.99.18	EC:5.4.99.18	218926.69999999998	4638.67	2451.67	2789.83	4610.5	4946.67	3878.83	3337.83	4133.5	3759.67	573.8	1690.17	757.6299999999999	5653.2	2205.83	1950.9	3582.5	6021.0	6446.5	849.67	4612.67	4299.33	1941.67	5313.17	2999.33	2906.67	432.83	3033.17	2450.17	753.0	2735.5	2734.67	246.5	4738.67	2736.67	2643.67	2552.17	3195.0	5530.83	4735.67	3940.83	3421.17	3505.67	1191.83	2169.0	1006.5	1654.0	4982.0	6767.0	1325.33	4629.0	4332.17	4918.17	5514.83	760.83	1926.0	1270.33	7141.17	4339.17	3119.17	4691.4	3162.9	6323.5	7414.5	4550.5
Isomerases;Intramolecular transferases;Transferring other groups;16S rRNA pseudouridine(516) synthase	https://www.genome.jp/dbget-bin/www_bget?EC:5.4.99.19	EC:5.4.99.19	188829.40000000002	3602.34	1109.34	1934.66	3376.0	3988.34	3077.66	2595.66	3404.0	2602.34	597.0	1463.34	485.66	5640.0	1116.66	1949.0	3480.0	5972.0	6420.0	744.34	4459.34	4191.66	1436.34	5273.34	2660.66	1019.34	542.6600000000002	6000.34	4686.34	671.0	5108.0	1310.34	274.0	1304.34	1929.34	1863.34	1801.34	1213.0	2912.66	847.34	310.66	3338.34	3279.34	803.66	1273.0	1068.0	1463.0	4782.0	6749.0	2422.66	4141.0	4297.34	4170.34	5039.66	1500.66	2826.0	1839.66	6897.34	3748.34	2139.34	4074.0	2749.0	6144.0	7138.0	3572.0
Isomerases;Intramolecular transferases;Transferring other groups;Methylmalonyl-CoA mutase	https://www.genome.jp/dbget-bin/www_bget?EC:5.4.99.2	EC:5.4.99.2	57114.0	292.0	2502.0	526.0	702.0	378.0	236.0	592.0	172.0	0.0	13.0	376.0	451.0	10.0	2.0	3.0	154.0	98.0	61.0	213.0	302.0	249.0	1070.0	84.0	574.0	5985.0	49.0	26.0	152.0	215.0	245.0	4463.0	101.0	6566.0	1636.0	1614.0	1592.0	2658.0	4808.0	6301.0	6287.0	160.0	441.0	768.0	1704.0	447.0	404.0	247.0	38.0	6.0	346.0	68.0	231.0	184.0	2.0	28.0	32.0	18.0	12.0	108.0	24.0	27.0	27.0	18.0	16.0
Isomerases;Intramolecular transferases;Transferring other groups;23S rRNA pseudouridine(2457) synthase	https://www.genome.jp/dbget-bin/www_bget?EC:5.4.99.20	EC:5.4.99.20	32213.7	951.67	125.67	650.83	923.5	856.67	690.83	508.83	668.5	1.67	79.0	48.17	52.83	9.0	25.83	5.5	25.5	0.0	5.5	2.67	7.67	41.33	85.67	5.17	59.33	2102.67	139.83	2982.17	2318.17	50.0	2516.5	1533.67	84.5	245.67	213.67	118.67	128.17000000000002	1627.0	391.83	836.67	520.83	21.17	14.67	22.83	61.0	358.5	26.0	89.0	23.0	1131.33	377.0	529.1700000000002	687.17	465.83	742.83	1056.0	744.33	244.17	589.17	946.17	622.0	403.5	170.5	274.5	972.5
Isomerases;Intramolecular transferases;Transferring other groups;23S rRNA pseudouridine(2604) synthase	https://www.genome.jp/dbget-bin/www_bget?EC:5.4.99.21	EC:5.4.99.21	9410.2	3.67	0.67	3.83	19.0	9.17	3.33	6.83	0.5	0.17	1.0	6.17	9.33	0.0	0.33	1.0	0.0	0.0	3.0	2.17	2.67	37.83	71.17	0.67	0.83	2005.67	136.83	48.17	83.17	47.5	44.0	1530.17	81.0	15.67	139.67000000000002	85.67	105.67	486.0	85.83	56.67	17.83	6.67	3.67	6.83	5.5	322.5	11.0	1.5	4.0	1115.83	31.0	264.17	28.17	42.33	741.83	985.0	664.83	5.67	0.67	1.17	4.0	3.0	3.0	4.0	1.0
Isomerases;Intramolecular transferases;Transferring other groups;23S rRNA pseudouridine(2605) synthase	https://www.genome.jp/dbget-bin/www_bget?EC:5.4.99.22	EC:5.4.99.22	218926.69999999998	4638.67	2451.67	2789.83	4610.5	4946.67	3878.83	3337.83	4133.5	3759.67	573.8	1690.17	757.6299999999999	5653.2	2205.83	1950.9	3582.5	6021.0	6446.5	849.67	4612.67	4299.33	1941.67	5313.17	2999.33	2906.67	432.83	3033.17	2450.17	753.0	2735.5	2734.67	246.5	4738.67	2736.67	2643.67	2552.17	3195.0	5530.83	4735.67	3940.83	3421.17	3505.67	1191.83	2169.0	1006.5	1654.0	4982.0	6767.0	1325.33	4629.0	4332.17	4918.17	5514.83	760.83	1926.0	1270.33	7141.17	4339.17	3119.17	4691.4	3162.9	6323.5	7414.5	4550.5
Isomerases;Intramolecular transferases;Transferring other groups;23S rRNA pseudouridine(1911/1915/1917) synthase	https://www.genome.jp/dbget-bin/www_bget?EC:5.4.99.23	EC:5.4.99.23	623036.7000000001	13958.67	4921.67	7906.83	13373.5	14548.67	11592.83	9529.83	12326.5	8746.67	1339.4	3581.17	1754.23	11344.6	6495.83	3928.7	7162.5	17979.0	19288.5	2437.67	13676.67	12806.33	5059.67	15879.17	8537.33	6705.67	1114.83	9009.17	7101.17	2235.0	8106.5	6558.67	605.5	7704.67	8416.67	7967.67	7668.17	6039.0	11984.83	8026.67	5564.83	13339.17	13236.67	3509.83	6008.0	2249.5	5926.0	19447.0	26993.0	1844.33	16246.0	13516.17	17283.17	20134.83	807.83	4518.0	2540.33	21488.17	13020.17	9366.17	14111.2	9497.7	18995.5	22294.5	13678.5
Isomerases;Intramolecular transferases;Transferring other groups;23S rRNA pseudouridine(955/2504/2580) synthase	https://www.genome.jp/dbget-bin/www_bget?EC:5.4.99.24	EC:5.4.99.24	20494.2	3.67	0.67	3.83	3.0	3.17	3.33	4.83	0.5	2532.17	374.0	1149.17	126.33	5607.0	121.33	1924.0	3439.0	0.0	0.0	1.17	0.67	0.83	1.17	0.67	0.83	10.67	135.83	48.17	71.17	4.5	3.0	85.17	72.0	3.67	29.67	29.67	25.67	470.0	5.83	1.67	6.83	0.67	0.67	2.83	1.5	313.5	3.0	0.5	0.0	1115.83	31.0	264.17	21.17	38.33	741.83	985.0	664.83	1.67	0.67	1.17	0.0	0.0	0.0	0.0	1.0
Isomerases;Intramolecular transferases;Transferring other groups;tRNA pseudouridine(55) synthase	https://www.genome.jp/dbget-bin/www_bget?EC:5.4.99.25	EC:5.4.99.25	218926.69999999998	4638.67	2451.67	2789.83	4610.5	4946.67	3878.83	3337.83	4133.5	3759.67	573.8	1690.17	757.6299999999999	5653.2	2205.83	1950.9	3582.5	6021.0	6446.5	849.67	4612.67	4299.33	1941.67	5313.17	2999.33	2906.67	432.83	3033.17	2450.17	753.0	2735.5	2734.67	246.5	4738.67	2736.67	2643.67	2552.17	3195.0	5530.83	4735.67	3940.83	3421.17	3505.67	1191.83	2169.0	1006.5	1654.0	4982.0	6767.0	1325.33	4629.0	4332.17	4918.17	5514.83	760.83	1926.0	1270.33	7141.17	4339.17	3119.17	4691.4	3162.9	6323.5	7414.5	4550.5
Isomerases;Intramolecular transferases;Transferring other groups;tRNA pseudouridine(65) synthase	https://www.genome.jp/dbget-bin/www_bget?EC:5.4.99.26	EC:5.4.99.26	9410.2	3.67	0.67	3.83	19.0	9.17	3.33	6.83	0.5	0.17	1.0	6.17	9.33	0.0	0.33	1.0	0.0	0.0	3.0	2.17	2.67	37.83	71.17	0.67	0.83	2005.67	136.83	48.17	83.17	47.5	44.0	1530.17	81.0	15.67	139.67000000000002	85.67	105.67	486.0	85.83	56.67	17.83	6.67	3.67	6.83	5.5	322.5	11.0	1.5	4.0	1115.83	31.0	264.17	28.17	42.33	741.83	985.0	664.83	5.67	0.67	1.17	4.0	3.0	3.0	4.0	1.0
Isomerases;Intramolecular transferases;Transferring other groups;tRNA pseudouridine(13) synthase	https://www.genome.jp/dbget-bin/www_bget?EC:5.4.99.27	EC:5.4.99.27	5222.2	3.67	0.67	3.83	3.0	3.17	3.33	4.83	0.5	0.17	0.0	0.17	0.33	0.0	0.33	0.0	0.0	0.0	0.0	1.17	0.67	0.83	1.17	0.67	0.83	10.67	135.83	48.17	71.17	4.5	3.0	85.17	72.0	3.67	29.67	29.67	25.67	470.0	5.83	1.67	6.83	0.67	0.67	2.83	1.5	313.5	3.0	0.5	0.0	1115.83	31.0	264.17	21.17	38.33	741.83	985.0	664.83	1.67	0.67	1.17	0.0	0.0	0.0	0.0	1.0
Isomerases;Intramolecular transferases;Transferring other groups;tRNA pseudouridine(32) synthase	https://www.genome.jp/dbget-bin/www_bget?EC:5.4.99.28	EC:5.4.99.28	37941.6	157.01	1253.01	274.49	336.0	189.51	127.99	307.49	87.5	0.51	5.0	179.51	212.99	5.0	1.99	0.0	77.0	49.0	26.0	108.51	150.01	71.49	433.51	44.01	289.49	32.01	430.49	157.51	271.51	56.5	70.0	319.51	253.0	3276.01	742.01	812.01	753.01	2715.0	2301.49	3073.01	3147.49	73.01	218.01	386.49	850.5	1150.5	199.0	123.5	13.0	3350.49	266.0	826.51	168.51	200.99	2226.49	2969.0	2010.49	8.01	8.01	57.51	6.0	9.0	9.0	3.0	11.0
Isomerases;Intramolecular transferases;Transferring other groups;23S rRNA pseudouridine(746) synthase	https://www.genome.jp/dbget-bin/www_bget?EC:5.4.99.29	EC:5.4.99.29	37941.6	157.01	1253.01	274.49	336.0	189.51	127.99	307.49	87.5	0.51	5.0	179.51	212.99	5.0	1.99	0.0	77.0	49.0	26.0	108.51	150.01	71.49	433.51	44.01	289.49	32.01	430.49	157.51	271.51	56.5	70.0	319.51	253.0	3276.01	742.01	812.01	753.01	2715.0	2301.49	3073.01	3147.49	73.01	218.01	386.49	850.5	1150.5	199.0	123.5	13.0	3350.49	266.0	826.51	168.51	200.99	2226.49	2969.0	2010.49	8.01	8.01	57.51	6.0	9.0	9.0	3.0	11.0
Isomerases;Intramolecular transferases;Transferring other groups;Chorismate mutase	https://www.genome.jp/dbget-bin/www_bget?EC:5.4.99.5	EC:5.4.99.5	307287.4	4512.34	2745.84	2605.16	4625.0	5370.34	3848.16	3306.66	6099.0	5198.34	984.5	3060.34	1131.16	11273.5	2114.16	3891.0	7026.0	11979.0	12835.5	1486.34	8920.84	8392.16	3171.34	10553.34	5311.66	3716.34	680.1600000000002	3086.34	2572.34	1290.0	2822.0	3846.84	349.5	5577.84	2749.34	2739.34	2693.34	2716.0	7727.66	4689.84	3683.66	3481.34	3592.84	1239.16	2174.0	1433.5	1696.5	4912.0	6761.0	2467.66	5135.0	6662.34	4877.34	5797.66	1504.66	2874.0	2226.66	13512.34	6847.84	3288.34	7874.5	4771.0	12140.0	13885.5	6750.0
Isomerases;Intramolecular transferases;Transferring other groups;Cobalt-precorrin-8 methylmutase	https://www.genome.jp/dbget-bin/www_bget?EC:5.4.99.60	EC:5.4.99.60	37547.0	146.0	1251.0	263.0	327.0	180.0	118.0	293.0	86.0	2532.0	379.0	1328.0	338.0	5612.0	122.0	1924.0	3516.0	49.0	26.0	105.0	148.0	69.0	430.0	42.0	287.0	0.0	23.0	13.0	58.0	43.0	61.0	64.0	37.0	3265.0	653.0	723.0	676.0	1305.0	2284.0	3068.0	3127.0	71.0	216.0	378.0	846.0	210.0	190.0	122.0	13.0	3.0	173.0	34.0	105.0	86.0	1.0	14.0	16.0	3.0	6.0	54.0	6.0	9.0	9.0	3.0	8.0
Isomerases;Intramolecular transferases;Transferring other groups;Precorrin-8X methylmutase	https://www.genome.jp/dbget-bin/www_bget?EC:5.4.99.61	EC:5.4.99.61	37547.0	146.0	1251.0	263.0	327.0	180.0	118.0	293.0	86.0	2532.0	379.0	1328.0	338.0	5612.0	122.0	1924.0	3516.0	49.0	26.0	105.0	148.0	69.0	430.0	42.0	287.0	0.0	23.0	13.0	58.0	43.0	61.0	64.0	37.0	3265.0	653.0	723.0	676.0	1305.0	2284.0	3068.0	3127.0	71.0	216.0	378.0	846.0	210.0	190.0	122.0	13.0	3.0	173.0	34.0	105.0	86.0	1.0	14.0	16.0	3.0	6.0	54.0	6.0	9.0	9.0	3.0	8.0
Isomerases;Intramolecular transferases;Transferring other groups;D-ribose pyranase	https://www.genome.jp/dbget-bin/www_bget?EC:5.4.99.62	EC:5.4.99.62	178165.69999999998	2230.67	1848.67	1417.83	2363.5	2343.67	1660.83	1354.83	3474.5	1221.67	194.8	508.17	613.6299999999999	38.2	2022.83	24.9	140.5	6021.0	6421.5	844.67	4603.67	4253.33	1851.67	5313.17	2828.33	908.67	410.83	3033.17	2436.17	698.0	2689.5	1279.67	237.5	4567.67	2495.67	2481.67	2356.17	3123.0	5121.83	4589.67	3894.83	3381.17	3479.67	1153.83	2158.0	993.5	1611.0	4969.0	6758.0	1282.33	4138.0	4010.17	4169.17	5058.83	757.83	1842.0	1222.33	6929.17	3706.17	2223.17	4473.4	2450.9	6206.5	7075.5	4195.5
Isomerases;Intramolecular transferases;Transferring other groups;UDP-galactopyranose mutase	https://www.genome.jp/dbget-bin/www_bget?EC:5.4.99.9	EC:5.4.99.9	16982.5	921.0	108.5	621.5	899.5	811.5	687.0	477.0	656.0	1157.5	40.3	42.0	54.8	8.7	1107.0	2.9	25.5	0.0	0.0	0.5	4.5	3.0	10.5	1.5	55.5	0.0	2.5	1.0	0.0	1.5	0.5	2.0	1.0	195.5	74.0	32.0	21.5	1136.0	283.0	773.5	501.0	10.5	9.5	12.5	51.5	34.5	5.5	82.5	10.0	15.5	346.0	265.0	658.0	423.5	1.0	71.0	79.5	238.5	587.0	936.0	612.9	401.9	167.5	270.0	971.5
Isomerases;Intramolecular lyases;Intramolecular lyases (only sub-subclass identified to date);Lycopene beta-cyclase	https://www.genome.jp/dbget-bin/www_bget?EC:5.5.1.19	EC:5.5.1.19	4188.0	0.0	0.0	0.0	16.0	6.0	0.0	2.0	0.0	0.0	1.0	6.0	9.0	0.0	0.0	1.0	0.0	0.0	3.0	1.0	2.0	37.0	70.0	0.0	0.0	1995.0	1.0	0.0	12.0	43.0	41.0	1445.0	9.0	12.0	110.0	56.0	80.0	16.0	80.0	55.0	11.0	6.0	3.0	4.0	4.0	9.0	8.0	1.0	4.0	0.0	0.0	0.0	7.0	4.0	0.0	0.0	0.0	4.0	0.0	0.0	4.0	3.0	3.0	4.0	0.0
Ligases;Forming carbon-oxygen bonds;Ligases forming aminoacyl-tRNA and related compounds;Tyrosine--tRNA ligase	https://www.genome.jp/dbget-bin/www_bget?EC:6.1.1.1	EC:6.1.1.1	218926.69999999998	4638.67	2451.67	2789.83	4610.5	4946.67	3878.83	3337.83	4133.5	3759.67	573.8	1690.17	757.6299999999999	5653.2	2205.83	1950.9	3582.5	6021.0	6446.5	849.67	4612.67	4299.33	1941.67	5313.17	2999.33	2906.67	432.83	3033.17	2450.17	753.0	2735.5	2734.67	246.5	4738.67	2736.67	2643.67	2552.17	3195.0	5530.83	4735.67	3940.83	3421.17	3505.67	1191.83	2169.0	1006.5	1654.0	4982.0	6767.0	1325.33	4629.0	4332.17	4918.17	5514.83	760.83	1926.0	1270.33	7141.17	4339.17	3119.17	4691.4	3162.9	6323.5	7414.5	4550.5
Ligases;Forming carbon-oxygen bonds;Ligases forming aminoacyl-tRNA and related compounds;Methionine--tRNA ligase	https://www.genome.jp/dbget-bin/www_bget?EC:6.1.1.10	EC:6.1.1.10	218926.69999999998	4638.67	2451.67	2789.83	4610.5	4946.67	3878.83	3337.83	4133.5	3759.67	573.8	1690.17	757.6299999999999	5653.2	2205.83	1950.9	3582.5	6021.0	6446.5	849.67	4612.67	4299.33	1941.67	5313.17	2999.33	2906.67	432.83	3033.17	2450.17	753.0	2735.5	2734.67	246.5	4738.67	2736.67	2643.67	2552.17	3195.0	5530.83	4735.67	3940.83	3421.17	3505.67	1191.83	2169.0	1006.5	1654.0	4982.0	6767.0	1325.33	4629.0	4332.17	4918.17	5514.83	760.83	1926.0	1270.33	7141.17	4339.17	3119.17	4691.4	3162.9	6323.5	7414.5	4550.5
Ligases;Forming carbon-oxygen bonds;Ligases forming aminoacyl-tRNA and related compounds;Serine--tRNA ligase	https://www.genome.jp/dbget-bin/www_bget?EC:6.1.1.11	EC:6.1.1.11	218926.69999999998	4638.67	2451.67	2789.83	4610.5	4946.67	3878.83	3337.83	4133.5	3759.67	573.8	1690.17	757.6299999999999	5653.2	2205.83	1950.9	3582.5	6021.0	6446.5	849.67	4612.67	4299.33	1941.67	5313.17	2999.33	2906.67	432.83	3033.17	2450.17	753.0	2735.5	2734.67	246.5	4738.67	2736.67	2643.67	2552.17	3195.0	5530.83	4735.67	3940.83	3421.17	3505.67	1191.83	2169.0	1006.5	1654.0	4982.0	6767.0	1325.33	4629.0	4332.17	4918.17	5514.83	760.83	1926.0	1270.33	7141.17	4339.17	3119.17	4691.4	3162.9	6323.5	7414.5	4550.5
Ligases;Forming carbon-oxygen bonds;Ligases forming aminoacyl-tRNA and related compounds;Aspartate--tRNA ligase	https://www.genome.jp/dbget-bin/www_bget?EC:6.1.1.12	EC:6.1.1.12	240227.69999999998	7046.67	3054.67	4161.83	6841.5	7543.67	6096.83	5318.83	4792.5	3765.67	577.8	1717.17	766.6299999999999	5661.2	2267.83	1951.9	3585.5	6021.0	6468.5	853.67	4619.67	4308.33	1961.67	5313.17	3170.33	2909.67	453.83	3033.17	2452.17	765.0	2740.5	2744.67	246.5	4897.67	2867.67	2749.67	2668.17	3251.0	5859.83	4826.67	3975.83	3455.17	3528.67	1225.83	2176.0	1010.5	1689.0	4994.0	6772.0	1368.33	5120.0	4654.17	5660.17	5966.83	763.83	2010.0	1318.33	7349.17	4972.17	4015.17	4905.4	3871.9	6437.5	7749.5	4905.5
Ligases;Forming carbon-oxygen bonds;Ligases forming aminoacyl-tRNA and related compounds;D-alanine--poly(phosphoribitol) ligase	https://www.genome.jp/dbget-bin/www_bget?EC:6.1.1.13	EC:6.1.1.13	343939.0	8978.0	2400.0	5046.0	8529.0	9515.0	7515.0	6076.0	8094.0	2455.0	387.6	712.0	820.6	82.4	4167.0	51.8	133.0	11944.0	12835.0	1485.0	8924.0	8385.0	2881.0	10541.0	5423.0	1802.0	546.0	5944.0	4618.0	1325.0	5261.0	2281.0	257.0	2916.0	3888.0	3670.0	3541.0	2808.0	6322.0	3222.0	1592.0	6687.0	6572.0	1614.0	2635.0	948.0	2906.0	9717.0	13500.0	413.0	8850.0	8068.0	9570.0	10773.0	36.0	1854.0	1179.0	14265.0	8665.0	6128.0	9362.8	6301.8	12623.0	14815.0	9083.0
Ligases;Forming carbon-oxygen bonds;Ligases forming aminoacyl-tRNA and related compounds;Glycine--tRNA ligase	https://www.genome.jp/dbget-bin/www_bget?EC:6.1.1.14	EC:6.1.1.14	396118.39999999997	9131.34	3652.34	5316.66	8878.0	9707.34	7639.66	6380.66	8181.0	4987.34	767.6	2046.34	1168.2599999999998	5694.4	4289.66	1976.8	3649.0	11993.0	12864.0	1593.34	9075.34	8492.66	3383.34	10584.34	5711.66	3818.34	841.6600000000002	6053.34	4830.34	1420.0	5369.0	3960.34	447.0	6200.34	4710.34	4508.34	4348.34	5069.0	8697.66	6348.34	4743.66	6765.34	6792.34	2001.66	3488.0	1794.0	3110.0	9841.0	13517.0	2647.66	9085.0	8630.34	9724.34	10939.66	1520.66	3838.0	2524.66	14275.34	8672.34	6184.34	9372.8	6313.8	12635.0	14822.0	9093.0
Ligases;Forming carbon-oxygen bonds;Ligases forming aminoacyl-tRNA and related compounds;Proline--tRNA ligase	https://www.genome.jp/dbget-bin/www_bget?EC:6.1.1.15	EC:6.1.1.15	218926.69999999998	4638.67	2451.67	2789.83	4610.5	4946.67	3878.83	3337.83	4133.5	3759.67	573.8	1690.17	757.6299999999999	5653.2	2205.83	1950.9	3582.5	6021.0	6446.5	849.67	4612.67	4299.33	1941.67	5313.17	2999.33	2906.67	432.83	3033.17	2450.17	753.0	2735.5	2734.67	246.5	4738.67	2736.67	2643.67	2552.17	3195.0	5530.83	4735.67	3940.83	3421.17	3505.67	1191.83	2169.0	1006.5	1654.0	4982.0	6767.0	1325.33	4629.0	4332.17	4918.17	5514.83	760.83	1926.0	1270.33	7141.17	4339.17	3119.17	4691.4	3162.9	6323.5	7414.5	4550.5
Ligases;Forming carbon-oxygen bonds;Ligases forming aminoacyl-tRNA and related compounds;Cysteine--tRNA ligase	https://www.genome.jp/dbget-bin/www_bget?EC:6.1.1.16	EC:6.1.1.16	218926.69999999998	4638.67	2451.67	2789.83	4610.5	4946.67	3878.83	3337.83	4133.5	3759.67	573.8	1690.17	757.6299999999999	5653.2	2205.83	1950.9	3582.5	6021.0	6446.5	849.67	4612.67	4299.33	1941.67	5313.17	2999.33	2906.67	432.83	3033.17	2450.17	753.0	2735.5	2734.67	246.5	4738.67	2736.67	2643.67	2552.17	3195.0	5530.83	4735.67	3940.83	3421.17	3505.67	1191.83	2169.0	1006.5	1654.0	4982.0	6767.0	1325.33	4629.0	4332.17	4918.17	5514.83	760.83	1926.0	1270.33	7141.17	4339.17	3119.17	4691.4	3162.9	6323.5	7414.5	4550.5
Ligases;Forming carbon-oxygen bonds;Ligases forming aminoacyl-tRNA and related compounds;Glutamate--tRNA ligase	https://www.genome.jp/dbget-bin/www_bget?EC:6.1.1.17	EC:6.1.1.17	69232.20000000001	295.67	2502.67	529.83	673.0	369.17	239.33	592.83	172.5	2532.17	385.0	1513.17	559.3299999999998	5617.0	123.33	1925.0	3593.0	98.0	55.0	212.17	298.67	175.82999999999996	931.17	84.67	574.83	2005.67	182.83	74.17	199.17	133.5	166.0	1658.17	155.0	6545.67	1445.67	1531.67	1457.67	3096.0	4653.83	6192.67	6271.83	148.67	435.67	762.83	1697.5	742.5	391.0	245.5	30.0	1121.83	377.0	332.17	238.17	214.33	743.83	1013.0	696.83	11.67	12.67	109.17	16.0	21.0	21.0	10.0	17.0
Ligases;Forming carbon-oxygen bonds;Ligases forming aminoacyl-tRNA and related compounds;Glutamine--tRNA ligase	https://www.genome.jp/dbget-bin/www_bget?EC:6.1.1.18	EC:6.1.1.18	46957.200000000004	149.67	1251.67	266.83	346.0	189.17	121.33	299.83	86.5	2532.17	380.0	1334.17	347.3300000000001	5612.0	122.33	1925.0	3516.0	49.0	29.0	107.17	150.67	106.83	501.17	42.67	287.83	2005.67	159.83	61.17	141.17000000000004	90.5	105.0	1594.17	118.0	3280.67	792.6700000000002	808.67	781.67	1791.0	2369.83	3124.67	3144.83	77.67	219.67	384.83	851.5	532.5	201.0	123.5	17.0	1118.83	204.0	298.17	133.17000000000002	128.32999999999998	742.83	999.0	680.83	8.67	6.67	55.17	10.0	12.0	12.0	7.0	9.0
