#Level1	Level2	Level3	unknown	Pathway
Degradation/Utilization/Assimilation	Amino Acid Degradation	PWY3O-210	unknown	PWY3O-210
Degradation/Utilization/Assimilation	Alcohol Degradation	2,3-Butanediol Degradation	(R,R)-butanediol degradation	PWY3O-246
Biosynthesis	Fatty Acid and Lipid Biosynthesis	Fatty Acid Biosynthesis	stearate biosynthesis III (fungi)	PWY3O-355
Biosynthesis	Cofactor, Carrier, and Vitamin Biosynthesis	Carrier Biosynthesis	NAD salvage pathway III	PWY3O-4106
Degradation/Utilization/Assimilation	Amino Acid Degradation	Proteinogenic Amino Acid Degradation	L-tyrosine degradation III	PWY3O-4108
Generation of Precursor Metabolites and Energy	Fermentation	Fermentation of Pyruvate	acetoin biosynthesis III	PWY3O-440
Biosynthesis	Fatty Acid and Lipid Biosynthesis	Phospholipid Biosynthesis	phosphatidylcholine biosynthesis I	PWY3O-450
Biosynthesis	Cofactor, Carrier, and Vitamin Biosynthesis	Vitamin Biosynthesis	dehydro-D-arabinono-1,4-lactone biosynthesis	PWY3O-6
Degradation/Utilization/Assimilation	Inorganic Nutrient Metabolism	Nitrogen Compound Metabolism	nitrate reduction VI (assimilatory)	PWY490-3
Biosynthesis	Amino Acid Biosynthesis	Proteinogenic Amino Acid Biosynthesis	L-asparagine biosynthesis III (tRNA-dependent)	PWY490-4
Biosynthesis	Cofactor, Carrier, and Vitamin Biosynthesis	Enzyme Cofactor Biosynthesis	L-ascorbate biosynthesis II (L-gulose pathway)	PWY4FS-11
Degradation/Utilization/Assimilation	Carbohydrate Degradation	Sugar Degradation	VTC2 cycle	PWY4FS-12
Degradation/Utilization/Assimilation	Carbohydrate Degradation	Sugar Degradation	extended VTC2 cycle	PWY4FS-13
Biosynthesis	Secondary Metabolite Biosynthesis	Hormone Biosynthesis	abscisic acid biosynthesis shunt	PWY4FS-17
Biosynthesis	Fatty Acid and Lipid Biosynthesis	Phospholipid Biosynthesis	phosphatidylcholine biosynthesis II	PWY4FS-2
Biosynthesis	Fatty Acid and Lipid Biosynthesis	Phospholipid Biosynthesis	phosphatidylcholine biosynthesis III	PWY4FS-3
Biosynthesis	Fatty Acid and Lipid Biosynthesis	Phospholipid Biosynthesis	phosphatidylcholine biosynthesis IV	PWY4FS-4
Superpathways	Superpathways	unknow	superpathway of phosphatidylcholine biosynthesis	PWY4FS-5
Biosynthesis	Fatty Acid and Lipid Biosynthesis	Phospholipid Biosynthesis	phosphatidylethanolamine biosynthesis II	PWY4FS-6
Biosynthesis	Fatty Acid and Lipid Biosynthesis	Phospholipid Biosynthesis	phosphatidylglycerol biosynthesis I (plastidic)	PWY4FS-7
Biosynthesis	Fatty Acid and Lipid Biosynthesis	Phospholipid Biosynthesis	phosphatidylglycerol biosynthesis II (non-plastidic)	PWY4FS-8
Generation of Precursor Metabolites and Energy	Fermentation	Fermentation of Pyruvate	superpathway of fermentation (Chlamydomonas reinhardtii)	PWY4LZ-257
Degradation/Utilization/Assimilation	Aromatic Compound Degradation	unknow	biphenyl degradation	PWY5F9-12
Degradation/Utilization/Assimilation	Aromatic Compound Degradation	unknow	phthalate degradation	PWY5F9-3233
Degradation/Utilization/Assimilation	Alcohol Degradation	Ethanol Degradation	oxidative ethanol degradation III	PWY66-161
Degradation/Utilization/Assimilation	Alcohol Degradation	Ethanol Degradation	ethanol degradation IV	PWY66-162
Degradation/Utilization/Assimilation	Degradation/Utilization/Assimilation - Other	Nicotine Degradation	nicotine degradation IV	PWY66-201
Degradation/Utilization/Assimilation	Alcohol Degradation	Ethanol Degradation	ethanol degradation II	PWY66-21
Degradation/Utilization/Assimilation	Degradation/Utilization/Assimilation - Other	Nicotine Degradation	nicotine degradation V	PWY66-221
Degradation/Utilization/Assimilation	Degradation/Utilization/Assimilation - Other	unknow	bupropion degradation	PWY66-241
Biosynthesis	Fatty Acid and Lipid Biosynthesis	Sterol Biosynthesis	cholesterol biosynthesis II (via 24,25-dihydrolanosterol)	PWY66-3
Biosynthesis	Secondary Metabolite Biosynthesis	Hormone Biosynthesis	catecholamine biosynthesis	PWY66-301
Biosynthesis	Fatty Acid and Lipid Biosynthesis	Sterol Biosynthesis	cholesterol biosynthesis I	PWY66-341
Biosynthesis	Cofactor, Carrier, and Vitamin Biosynthesis	Carrier Biosynthesis	flavin biosynthesis IV (mammalian)	PWY66-366
Generation of Precursor Metabolites and Energy	Other	unknow	ketogenesis	PWY66-367
Generation of Precursor Metabolites and Energy	Acetyl-CoA Biosynthesis	unknow	ketolysis	PWY66-368
Degradation/Utilization/Assimilation	Carbohydrate Degradation	Sugar Degradation	sucrose degradation V (sucrose &alpha,-glucosidase)	PWY66-373
Biosynthesis	Secondary Metabolite Biosynthesis	Hormone Biosynthesis	C20 prostanoid biosynthesis	PWY66-374
Biosynthesis	Secondary Metabolite Biosynthesis	Hormone Biosynthesis	leukotriene biosynthesis	PWY66-375
Biosynthesis	Secondary Metabolite Biosynthesis	Hormone Biosynthesis	pregnenolone biosynthesis	PWY66-377
Biosynthesis	Secondary Metabolite Biosynthesis	Hormone Biosynthesis	androgen biosynthesis	PWY66-378
Biosynthesis	Secondary Metabolite Biosynthesis	Hormone Biosynthesis	estradiol biosynthesis I (via estrone)	PWY66-380
Biosynthesis	Secondary Metabolite Biosynthesis	Hormone Biosynthesis	glucocorticoid biosynthesis	PWY66-381
Biosynthesis	Secondary Metabolite Biosynthesis	Hormone Biosynthesis	mineralocorticoid biosynthesis	PWY66-382
Degradation/Utilization/Assimilation	Fatty Acid and Lipid Degradation	Fatty Acid Degradation	fatty acid &alpha,-oxidation II	PWY66-387
Degradation/Utilization/Assimilation	Fatty Acid and Lipid Degradation	Ceramide and Sphingolipid Recycling and Degradation	fatty acid &alpha,-oxidation III	PWY66-388
Degradation/Utilization/Assimilation	Alcohol Degradation	unknow	phytol degradation	PWY66-389
Degradation/Utilization/Assimilation	Fatty Acid and Lipid Degradation	Fatty Acid Degradation	fatty acid &beta,-oxidation VI (peroxisome)	PWY66-391
Biosynthesis	Secondary Metabolite Biosynthesis	Hormone Biosynthesis	lipoxin biosynthesis	PWY66-392
Biosynthesis	Secondary Metabolite Biosynthesis	Hormone Biosynthesis	aspirin-triggered lipoxin biosynthesis	PWY66-393
Biosynthesis	Secondary Metabolite Biosynthesis	Hormone Biosynthesis	aspirin triggered resolvin E biosynthesis	PWY66-394
Biosynthesis	Secondary Metabolite Biosynthesis	Hormone Biosynthesis	aspirin triggered resolvin D biosynthesis	PWY66-395
Biosynthesis	Secondary Metabolite Biosynthesis	Hormone Biosynthesis	resolvin D biosynthesis	PWY66-397
Generation of Precursor Metabolites and Energy	TCA cycle	unknow	TCA cycle III (animals)	PWY66-398
Biosynthesis	Carbohydrate Biosynthesis	Sugar Biosynthesis	gluconeogenesis III	PWY66-399
Biosynthesis	Fatty Acid and Lipid Biosynthesis	Sterol Biosynthesis	cholesterol biosynthesis III (via desmosterol)	PWY66-4
Biosynthesis	Nucleoside and Nucleotide Biosynthesis	Purine Nucleotide Biosynthesis	superpathway of purine nucleotide salvage	PWY66-409
Biosynthesis	Metabolic Regulator Biosynthesis	unknow	carnosine biosynthesis	PWY66-420
Biosynthesis	Metabolic Regulator Biosynthesis	Dipeptide Biosynthesis	homocarnosine biosynthesis	PWY66-421
Biosynthesis	Metabolic Regulator Biosynthesis	unknow	fructose 2,6-bisphosphate biosynthesis	PWY66-423
Degradation/Utilization/Assimilation	Amino Acid Degradation	Proteinogenic Amino Acid Degradation	L-lysine degradation II (L-pipecolate pathway)	PWY66-425
Degradation/Utilization/Assimilation	Inorganic Nutrient Metabolism	Sulfur Compound Metabolism	hydrogen sulfide biosynthesis II (mammalian)	PWY66-426
Degradation/Utilization/Assimilation	Amino Acid Degradation	Proteinogenic Amino Acid Degradation	L-threonine degradation V	PWY66-428
Biosynthesis	Fatty Acid and Lipid Biosynthesis	Sterol Biosynthesis	superpathway of cholesterol biosynthesis	PWY66-5
Degradation/Utilization/Assimilation	Fatty Acid and Lipid Degradation	unknow	anandamide degradation	PWY6666-1
Degradation/Utilization/Assimilation	Amine and Polyamine Degradation	unknow	dopamine degradation	PWY6666-2
Biosynthesis	Cofactor, Carrier, and Vitamin Biosynthesis	Carrier Biosynthesis	bacillithiol biosynthesis	PWY8J2-1
Biosynthesis	Secondary Metabolite Biosynthesis	unknow	pulcherrimin biosynthesis	PWY8J2-20
Biosynthesis	Secondary Metabolite Biosynthesis	Sugar Derivative Biosynthesis	kanosamine biosynthesis II	PWY8J2-22
Biosynthesis	Secondary Metabolite Biosynthesis	Hormone Biosynthesis	indole-3-acetate biosynthesis I	PWYDQC-4
Biosynthesis	Fatty Acid and Lipid Biosynthesis	Fatty Acid Biosynthesis	mycolate biosynthesis	PWYG-321
Biosynthesis	Fatty Acid and Lipid Biosynthesis	unknow	sulfolipid biosynthesis	PWYQT-4427
Degradation/Utilization/Assimilation	C1 Compound Utilization and Assimilation	CO2 Fixation	CO2 fixation into oxaloacetate (anaplerotic)	PWYQT-4429
Biosynthesis	Secondary Metabolite Biosynthesis	Nitrogen-Containing Secondary Compound Biosynthesis	aliphatic glucosinolate biosynthesis, side chain elongation cycle	PWYQT-4450
Biosynthesis	Secondary Metabolite Biosynthesis	Nitrogen-Containing Secondary Compound Biosynthesis	glucosinolate biosynthesis from dihomomethionine	PWYQT-4471
Biosynthesis	Secondary Metabolite Biosynthesis	Nitrogen-Containing Secondary Compound Biosynthesis	glucosinolate biosynthesis from trihomomethionine	PWYQT-4472
Biosynthesis	Secondary Metabolite Biosynthesis	Nitrogen-Containing Secondary Compound Biosynthesis	glucosinolate biosynthesis from tetrahomomethionine	PWYQT-4473
Biosynthesis	Secondary Metabolite Biosynthesis	Nitrogen-Containing Secondary Compound Biosynthesis	glucosinolate biosynthesis from pentahomomethionine	PWYQT-4474
Biosynthesis	Secondary Metabolite Biosynthesis	Nitrogen-Containing Secondary Compound Biosynthesis	glucosinolate biosynthesis from hexahomomethionine	PWYQT-4475
Activation/Inactivation/Interconversion	Activation	Glucosinolate Activation	indole glucosinolate breakdown (insect chewing induced)	PWYQT-4476
Activation/Inactivation/Interconversion	Activation	Glucosinolate Activation	indole glucosinolate breakdown (active in intact plant cell)	PWYQT-4477
Biosynthesis	Cofactor, Carrier, and Vitamin Biosynthesis	Carrier Biosynthesis	NAD salvage pathway I	PYRIDNUCSAL-PWY
Biosynthesis	Cofactor, Carrier, and Vitamin Biosynthesis	Carrier Biosynthesis	NAD biosynthesis I (from aspartate)	PYRIDNUCSYN-PWY
Biosynthesis	Cofactor, Carrier, and Vitamin Biosynthesis	Enzyme Cofactor Biosynthesis	pyridoxal 5'-phosphate biosynthesis I	PYRIDOXSYN-PWY
Degradation/Utilization/Assimilation	Carboxylate Degradation	Generation of Precursor Metabolites and Energy	pyruvate decarboxylation to acetyl CoA	PYRUVDEHYD-PWY
Degradation/Utilization/Assimilation	Aromatic Compound Degradation	Quinate Degradation	quinate degradation I	QUINATEDEG-PWY
Generation of Precursor Metabolites and Energy	TCA cycle	unknow	TCA cycle VIII (helicobacter)	REDCITCYC
Degradation/Utilization/Assimilation	Carbohydrate Degradation	Sugar Degradation	L-rhamnose degradation I	RHAMCAT-PWY
Degradation/Utilization/Assimilation	Secondary Metabolite Degradation	Sugar Derivative Degradation	ribitol degradation	RIBITOLUTIL-PWY
Degradation/Utilization/Assimilation	Carbohydrate Degradation	Sugar Degradation	ribose degradation	RIBOKIN-PWY
Biosynthesis	Cofactor, Carrier, and Vitamin Biosynthesis	Carrier Biosynthesis	flavin biosynthesis I (bacteria and plants)	RIBOSYN2-PWY
Degradation/Utilization/Assimilation	C1 Compound Utilization and Assimilation	Formaldehyde Oxidation	formaldehyde oxidation I	RUMP-PWY
Degradation/Utilization/Assimilation	Nucleoside and Nucleotide Degradation	adenosine	adenosine nucleotides degradation II	SALVADEHYPOX-PWY
Biosynthesis	Nucleoside and Nucleotide Biosynthesis	Purine Nucleotide Biosynthesis	xanthine and xanthosine salvage	SALVPURINE2-PWY
Biosynthesis	Cofactor, Carrier, and Vitamin Biosynthesis	Carrier Biosynthesis	S-adenosyl-L-methionine biosynthesis	SAM-PWY
Biosynthesis	Amino Acid Biosynthesis	Superpathways	superpathway of L-serine and glycine biosynthesis I	SER-GLYSYN-PWY
Degradation/Utilization/Assimilation	Amino Acid Degradation	Proteinogenic Amino Acid Degradation	L-serine degradation	SERDEG-PWY
Biosynthesis	Amino Acid Biosynthesis	Proteinogenic Amino Acid Biosynthesis	L-serine biosynthesis	SERSYN-PWY
Degradation/Utilization/Assimilation	Aromatic Compound Degradation	Shikimate Degradation	shikimate degradation I	SHIKIMATEDEG-PWY
Degradation/Utilization/Assimilation	Inorganic Nutrient Metabolism	Sulfur Compound Metabolism	sulfate reduction I (assimilatory)	SO4ASSIM-PWY
Degradation/Utilization/Assimilation	Fatty Acid and Lipid Degradation	unknow	sophorosyloxydocosanoate deacetylation	SOPHOROSYLOXYDOCOSANOATE-DEG-PWY
Biosynthesis	Fatty Acid and Lipid Biosynthesis	unknow	sophorolipid biosynthesis	SOPHOROSYLOXYDOCOSANOATE-SYN-PWY
Degradation/Utilization/Assimilation	Secondary Metabolite Degradation	Sugar Derivative Degradation	D-sorbitol degradation II	SORBDEG-PWY
Biosynthesis	Fatty Acid and Lipid Biosynthesis	Sphingolipid Biosynthesis	sphingolipid biosynthesis (yeast)	SPHINGOLIPID-SYN-PWY
Degradation/Utilization/Assimilation	Carbohydrate Degradation	Sugar Degradation	sucrose degradation VII (sucrose 3-dehydrogenase)	SUCROSEUTIL2-PWY
Biosynthesis	Carbohydrate Biosynthesis	Sugar Biosynthesis	sucrose biosynthesis I (from photosynthesis)	SUCSYN-PWY
Degradation/Utilization/Assimilation	Carbohydrate Degradation	Sugar Degradation	sucrose degradation I (sucrose phosphotransferase)	SUCUTIL-PWY
Degradation/Utilization/Assimilation	Inorganic Nutrient Metabolism	Sulfur Compound Metabolism	superpathway of sulfate assimilation and cysteine biosynthesis	SULFATE-CYS-PWY
Degradation/Utilization/Assimilation	Inorganic Nutrient Metabolism	Sulfur Compound Metabolism	sulfate reduction II (assimilatory)	SULFMETII-PWY
Degradation/Utilization/Assimilation	Inorganic Nutrient Metabolism	Sulfur Compound Metabolism	sulfur oxidation I (aerobic)	SULFUROX-PWY
Degradation/Utilization/Assimilation	Inorganic Nutrient Metabolism	Nitrogen Compound Metabolism	taurine degradation III	TAURINEDEG-PWY
Generation of Precursor Metabolites and Energy	TCA cycle	unknow	TCA cycle I (prokaryotic)	TCA
Superpathways	Superpathways	unknow	superpathway of glyoxylate bypass and TCA	TCA-GLYOX-BYPASS
Biosynthesis	Cell Structure Biosynthesis	Cell Wall Biosynthesis	teichoic acid (poly-glycerol) biosynthesis	TEICHOICACID-PWY
Biosynthesis	Cofactor, Carrier, and Vitamin Biosynthesis	Carrier Biosynthesis	thioredoxin pathway	THIOREDOX-PWY
Degradation/Utilization/Assimilation	Inorganic Nutrient Metabolism	Sulfur Compound Metabolism	thiosulfate oxidation I (to tetrathionate)	THIOSULFOX-PWY
Biosynthesis	Cofactor, Carrier, and Vitamin Biosynthesis	Enzyme Cofactor Biosynthesis	superpathway of thiamin diphosphate biosynthesis I	THISYN-PWY
Biosynthesis	Cofactor, Carrier, and Vitamin Biosynthesis	Enzyme Cofactor Biosynthesis	superpathway of thiamin diphosphate biosynthesis III (eukaryotes)	THISYNARA-PWY
Degradation/Utilization/Assimilation	Amino Acid Degradation	Proteinogenic Amino Acid Degradation	L-threonine degradation III (to methylglyoxal)	THRDLCTCAT-PWY
Degradation/Utilization/Assimilation	Amino Acid Degradation	Proteinogenic Amino Acid Degradation	superpathway of L-threonine metabolism	THREOCAT-PWY
Degradation/Utilization/Assimilation	Amino Acid Degradation	Proteinogenic Amino Acid Degradation	L-threonine degradation II	THREONINE-DEG2-PWY
Biosynthesis	Amino Acid Biosynthesis	Proteinogenic Amino Acid Biosynthesis	superpathway of L-threonine biosynthesis	THRESYN-PWY
Degradation/Utilization/Assimilation	Aromatic Compound Degradation	Sulfoaromatic Compound Degradation	4-toluenesulfonate degradation I	TOLSULFDEG-PWY
Degradation/Utilization/Assimilation	Aromatic Compound Degradation	Toluene Degradation	toluene degradation to 2-oxopent-4-enoate I (via o-cresol)	TOLUENE-DEG-2-OH-PWY
Degradation/Utilization/Assimilation	Aromatic Compound Degradation	Toluene Degradation	toluene degradation to 2-oxopent-4-enoate (via 4-methylcatechol)	TOLUENE-DEG-3-OH-PWY
Degradation/Utilization/Assimilation	Aromatic Compound Degradation	Toluene Degradation	toluene degradation to protocatechuate (via p-cresol)	TOLUENE-DEG-4-OH-PWY
Degradation/Utilization/Assimilation	Aromatic Compound Degradation	Toluene Degradation	toluene degradation to benzoate	TOLUENE-DEG-CATECHOL-PWY
Degradation/Utilization/Assimilation	Aromatic Compound Degradation	Toluene Degradation	toluene degradation to 2-oxopent-4-enoate (via toluene-cis-diol)	TOLUENE-DEG-DIOL-PWY
Degradation/Utilization/Assimilation	Carbohydrate Degradation	Sugar Degradation	trehalose degradation I (low osmolarity)	TREDEGLOW-PWY
Biosynthesis	Carbohydrate Biosynthesis	Sugar Biosynthesis	trehalose biosynthesis III	TREHALOSESYN-PWY
Biosynthesis	Carbohydrate Biosynthesis	Sugar Biosynthesis	trehalose biosynthesis I	TRESYN-PWY
Biosynthesis	Fatty Acid and Lipid Biosynthesis	unknow	diacylglycerol and triacylglycerol biosynthesis	TRIGLSYN-PWY
Biosynthesis	Aminoacyl-tRNA Charging	Metabolic Clusters	tRNA charging	TRNA-CHARGING-PWY
Degradation/Utilization/Assimilation	Amino Acid Degradation	Proteinogenic Amino Acid Degradation	L-tryptophan degradation I (via anthranilate)	TRPCAT-PWY
Biosynthesis	Secondary Metabolite Biosynthesis	Hormone Biosynthesis	L-tryptophan degradation VII (via indole-3-pyruvate)	TRPIAACAT-PWY
Degradation/Utilization/Assimilation	Amino Acid Degradation	Proteinogenic Amino Acid Degradation	L-tryptophan degradation IV (via indole-3-lactate)	TRPKYNCAT-PWY
Biosynthesis	Amino Acid Biosynthesis	Proteinogenic Amino Acid Biosynthesis	L-tryptophan biosynthesis	TRPSYN-PWY
Biosynthesis	Amine and Polyamine Biosynthesis	unknow	trypanothione biosynthesis	TRYPANOSYN-PWY
Degradation/Utilization/Assimilation	Amino Acid Degradation	Proteinogenic Amino Acid Degradation	L-tryptophan degradation II (via pyruvate)	TRYPDEG-PWY
Degradation/Utilization/Assimilation	Amino Acid Degradation	Proteinogenic Amino Acid Degradation	L-tryptophan degradation III (eukaryotic)	TRYPTOPHAN-DEGRADATION-1
Degradation/Utilization/Assimilation	Amino Acid Degradation	Proteinogenic Amino Acid Degradation	L-tyrosine degradation I	TYRFUMCAT-PWY
Biosynthesis	Amino Acid Biosynthesis	Proteinogenic Amino Acid Biosynthesis	L-tyrosine biosynthesis I	TYRSYN
Biosynthesis	Cofactor, Carrier, and Vitamin Biosynthesis	Carrier Biosynthesis	superpathway of ubiquinol-8 biosynthesis (prokaryotic)	UBISYN-PWY
Biosynthesis	Carbohydrate Biosynthesis	Sugar Biosynthesis	UDP-N-acetyl-D-glucosamine biosynthesis II	UDPNACETYLGALSYN-PWY
